FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
Mühendislik Mimarlık Fakültesi,üniversite,"Çok kaliteli, iyi bir insandır.",4.6,1.0
Hukuk Fakültesi,üniversite,Benim gördüğüm görebileceğim en iyi hoca. Keşke herkes ondan ders alabilme şansına sahip olsa.,4.0,1.0
Fizik,lise,Kral hoca.,3.8,1.0
Yabancı Diller Bölümü,üniversite,Yalkın hocam bir tane. :) Her yönüyle mükemmel bir hoca.,4.8,1.0
Yabancı Diller Bölümü,üniversite,Mükemmel bir hoca. Kelimelere sığmaz Harun Hoca'yı anlatmak.,4.8,1.0
Fen Edebiyat Fakültesi,üniversite,Bölümdeki iyi hocalardandır.,4.0,1.0
Fen Edebiyat Fakültesi,üniversite,Anlaşılır ve nettir.,4.2,1.0
Eğitim Fakültesi,üniversite,Çok yardımsever ve işini layıkıyla yapmak için elinden geleni yapan bir hoca. Keşke hepsi onun gibi olsa.,4.6,1.0
Fen-Edebiyat Fakültesi,üniversite,Notu da kendisi de iyidir.,3.9,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Çok yavaş ve tekdüze tonda kitap sayfalarını ezberlemiş de gelmişçesine ders anlatır. Saçma final soruları sorabilir.,2.6,
İletişim Fakültesi,üniversite,Edebiyat severler için bulunmaz bir şans.,4.8,1.0
Fen-Edebiyat Fakültesi,üniversite,Kendisi bilgi küpüdür. Gerçekten bir şeyler öğrendiğim ve aydın diyebileceğim ender hocalarımdandır.,4.2,1.0
Fen-Edebiyat Fakültesi,üniversite,Ne yazık ki derse hakim bir hoca değil. Ayrıca en büyük hobilerinden biri de sınav kağıtlarında bolca puan kırmak. Bir türlü ne istediğini anlamazsınız çünkü söylemez. Ayrıca çok mıymıy anlatır dersi. Belki iyi biri ama hoca olarak performansı düşük.,3.47,
Fen Edebiyat Fakültesi,üniversite,Derse hakim değil. Sunum yaptırarak araştırıp ders anlatmadan kurtulmuş oluyor.,3.2,
Fen Edebiyat Fakültesi,üniversite,Bazen öğrenciden beklediklerini abartıp kendi eksik kalıyor. Biraz daha derse katkıda bulunmalı. Her şeyi de öğrenci bularak derse gelmez.,4.0,1.0
Fen Edebiyat Fakültesi,üniversite,"Derslere girmeyen, anlatımıyla sınavları alakasız, derslere girmeyip dersten bırakan bir hoca.",1.0,0.0
Tarih,lise,Tek kelimeyle süper.,5.0,1.0
Almanca,lise,Oylar ile yeterli.,1.6,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Varsa yoksa sendika. Geçen sene de dersini alıyordum. Kitaptan şu kadar yeri çalışın dedi. Tamam eyvallah... Sınava bir girdik sadece sendikayla alakalı şeyler. Kitapta sendika yazan tek kelime yok. Gerisini siz düşünün.,2.6,
İngilizce,lise,Dünyanın en tatlı öğretmenidir benim için.,4.4,1.0
Matematik,lise,"Duruşu, öğrencilerine karşı davranışları ile tam beyefendi bir öğretmendi.",4.2,1.0
Almanca,lise,Allah kurtardı resmen.,3.2,
Yabancı Diller Bölümü,üniversite,"İngilizce'yi sevdiren, gerek sosyal hayat gerek iş hayatında yabancı dilin ne kadar gerekli olduğunu ögrencilerine anlatan, tecrübeli, sabırlı, güleryüzlü.",4.8,1.0
Mühendislik Fakültesi,üniversite,"Güzide üniversitemizin güzide hocası. Akademik kariyer açısından çok parlak bir kariyere sahip. Akademik konuşmalar yapar. Allah ondan razı olsun, hocalığını daim ve hayırlı etsin inşallah.",4.2,1.0
Yabancı Diller Yüksekokulu,üniversite,"Dışardan çok sert görünür ama aslında çok sempatik, süper ders işleyen, gülmekten kırıp geçiren bir hocadır. Öğrenciyi çok iyi anlar ve  değer verir. Yardım eder, dert dinler, okulda dersine girdiği tüm öğrenciler için farklıdır o. Dersi çok anlaşılırdır, ben bunu hep duydum. Seviyoruz yani Onur Hoca'yı.",4.2,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Mükemmel bir hoca. :),5.0,1.0
İletişim Fakültesi,üniversite,Gözde Hocam sizi çok seviyorum. Gerçekten çok iyi bir hocasınız.,4.6,1.0
Beden Eğitimi,lise,Kendisi çok yardımsever. Öğrencileri arasında asla ayrımcılık yapmayan dürüst bir hocamız. Hep güleryüzlülüğüyle dikkat çeker ve lafını esirgemez.,5.0,1.0
Eğitim Fakültesi,üniversite,Hocam benim bir tanedir.,4.0,1.0
Yabancı Diller Yüksekokulu,üniversite,Eski bir öğrencisiyim. Hayatımda gördüğüm en iyi eğitim emekçisi diyebilirim. Hiçbir zaman anlamadığım birkaç konuyu anlamamda büyük katkısı olmuştur. Gerçekten önemli bir kişidir benim için.,4.8,1.0
Edebiyat Fakültesi,üniversite,Bana bölümü sevdiren hocadır. Bir süre sonra ağzından çıkan her şey şiir gibi gelir.,4.6,1.0
Tarih,lise,Benim okulda en çok sevdiğim hocadır İrfan Hoca. İnşallah teşekkür alacam İrfan Hoca yardım ederse.,3.8,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Uşak Üniversitesi'ne özellikle Kamu Yönetimi Bölümü'ne bir vizyon kazandırdığını, akedemik çalışmanın ne olduğunu gösterdiğini, yardımsever ve esprili halinin yanında sinirlendiği zaman tam olarak bastıramamasının bütün diğer özelliklerinin yanında çokta önemsenecek bir durum olmadığını düşünüyorum.",4.6,1.0
Fen Edebiyat Fakültesi,üniversite,"Sistemli, planlı, dersi kuru kuruya anlatan değil, öğreten...",4.6,1.0
Fen Edebiyat Fakültesi,üniversite,"Şehir planlamacıyım ancak o bana sanat tarihini çok sevdirdi. O bir entellektüel, o bir karizma ve çok yakışıklı.",4.8,1.0
İngilizce,lise,Arkadaş canlısı.,3.6,1.0
İngilizce,lise,"EAL'nin en iyi İngilizce hocasıdır. Yakınlık beklemeyin, dersini verir çıkar.",3.4,
İktisadi ve İdari Bilimler Fakültesi,üniversite,Asaf Hoca... Evet iyi bir hoca ama sınavların zorluluğu ve asistanın hocayla uyumsuzluğu yüzünden öğrencilerin psikolojisini bozmakta.,2.4,0.0
Türk Dili ve Edebiyatı,lise,Dersi derste öğrendiğim üç hocamdan biridir. Yardımseverdir. Tek kusuru birazcık sinirli olması bence.,3.2,
Eğitim Fakültesi,üniversite,Tek kelimeyle süper hocadır. Şu an profesör ve karekter olarak da örnek bir insan.,4.2,1.0
Eğitim Fakültesi,üniversite,İlk senemizde dersimize girdi ve harika öğretti. Allah razı olsun. Halen de sorularımıza sabırla cevap verir. =) Abdullah Işıklar ve Mustafa Şanal eğitimin yıldızları. :),4.2,1.0
Eğitim Fakültesi,üniversite,Kendisi nadir bulunan değerli hocalarımızdandır. Konuyu gerçekten çok güzel anlatır. Sınavları zor olur ama hamdolsun öğretmeden geçirmez ,4.0,1.0
Fen Edebiyat Fakültesi,üniversite,Hocamı rahmetle anıyorum. Her şey için çok teşekkürler hocam.,4.6,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Hocam sizden birkaç ders aldım. Proje de iyiydi. Bunun şerefine burada ilk makinacı olarak sizin yorumunuzu girelim.,4.2,1.0
Fen Edebiyat Fakültesi,üniversite,"Gerçekten dersini severek ve sevdirerek anlatan, çok anlayışlı bir hocadır. Dersinden çok şey öğrendim, kendisine çok teşekkür ederim.",4.4,1.0
Mühendislik Fakültesi,üniversite,"Yardımsever, ılımlı, hoşgörülü ve derse çok hakim bir hocadır kendisi. İyi ki dersini almışım, çok şey öğrendim.",4.4,1.0
Ziraat Fakültesi,üniversite,Mesleğim ve insanlık namına hocamdan çok şey öğrendim. Çok teşekkür ediyorum hocam.,4.4,1.0
Ziraat Fakültesi,üniversite,Hocama tezimdeki yardımlarından dolayı çok teşekkür ediyorum. Yardımları olmasaydı mezuniyet telaşesinde tez işi biraz daha uzayabilirdi. :),5.0,1.0
Ziraat Fakültesi,üniversite,Gerçi o zamanlar sınıf kalabalıktı. Hocamla da ilk dersimdi ama buna rağmen çok şey öğrendiğim kesin.,4.15,1.0
Ziraat Fakültesi,üniversite,Ögrencileri için emek harcayan ve bununda karşılığını bekleyen bir hocadır.,4.15,1.0
Ziraat Fakültesi,üniversite,"Mükemmel bir hoca, mükemmel bir insan.",4.63,1.0
Ziraat Fakültesi,üniversite,Hocam tek kelime ile mükemmel.,4.15,1.0
Fen Edebiyat Fakültesi,üniversite,Bana 300 harf yetmez bu kadını anlatmak için. Zaten iyi şeyler söyleyecek durumda değilim! :@,1.8,0.0
Fen Edebiyat Fakültesi,üniversite,Harika bir insan!,4.4,1.0
Mühendislik Fakültesi,üniversite,Hocamız kendi alanındaki derslere çok hakimdir ve dersi en iyi şekilde aktarmaya çalışır.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Kendine özgüveni olan, konusuna hakim bir bilim aşığı.",4.2,1.0
Veteriner Fakültesi,üniversite,"Aysun Hoca'nın dersinde ipin ucunu kaçırırsanız tutamazsınız. Bir ders bile kaçırmayın pişman olursunuz demişlerdi, doğruymuş.",2.7,
Veteriner Fakültesi,üniversite,Devam probleminde çok yardımcı oldu sağolsun. Öğrenciyi bırakmamak için çırpınan bir hoca.,4.5,1.0
Müzik,lise,"Çok az kişiyle ders yaptık senelerce ve bu sayede daha yakın hissettim kendimi bence. Katılmadığım bir çok fikri olduğunu düşünüyorum şimdi büyüdükçe ama bizi adam yerine koyup bizimle hayatı, güncel olayları, idealleri, kendi gerçeğini tartışan ender hocalardan biriydi. Teşekkürler hocam.",4.8,1.0
Fen Fakültesi,üniversite,"Kendini beğenmiş. Kaprisli, soru sordurmaz.",3.5,
Din Kültürü ve Ahlak Bilgisi,lise,Her okula lazım olan asıl hocadır.,5.0,1.0
Fizik,lise,Dersi öyle bir anlatır ki anlamamak elde değil.,5.0,1.0
Kimya,lise,Yakında emekli olacak. Çok deneyimli bir hoca.,3.8,1.0
Matematik,lise,Çok iyi bir öğretmen ama dersin bir saniyesini bile boş geçiremez. Herkes bilir ki ders boş geçemez. Her derse mutlaka gelir.,4.2,1.0
Matematik,lise,Geometrici idi!,2.4,0.0
Türk Dili ve Edebiyatı,lise,Dil anlatım hocası.,5.0,1.0
Türk Dili ve Edebiyatı,lise,Edebiyat hocası.,4.4,1.0
Veteriner Fakültesi,üniversite,Çok iyi.,4.6,1.0
Eğitim Fakültesi,üniversite,Hocam ilk yorumu yapmak bana nasipmiş. :) Umarım önümüzdeki dört sene içinde tekrar dersimize girersiniz. :),5.0,1.0
Eğitim Fakültesi,üniversite,İdol ne demek?,4.6,1.0
Eğitim Fakültesi,üniversite,Yorum yapılabilir mi Murat Gölgeli'ye?,4.6,1.0
Eğitim Fakültesi,üniversite,Valla bugünkü sınavdan sonra ne diyeceğimi bilemedim şimdi ama severim hocamı. :D,3.1,
Yabancı Diller Bölümü,üniversite,Belki bazı öğrenciler çok zor bulur ya da onu anlayamaz. O gerçek bir hocadır. Branşına hakimdir. Öğrenci ayrımı asla yapmaz. Ben inanıyorum ki bizi çok sever.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Hocam ya bir tane. Konuşmaya başladı mı insan büyüleniyor. Hayranım, saatlerce dinleyebilirim onu. Sade, mütevazi, gerçekçi, esprili, güncel anlatımı ve gülümsemesiyle ile o bir kral hoca. Sadece bir ders aldım, keşke her dönem ders alabilseydim.",4.8,1.0
Edebiyat Fakültesi,üniversite,İyi hocadır.,3.4,
Eğitim Fakültesi,üniversite,Edip Hoca sen bir tanesin. Hastasıyız.,3.0,
Ziraat Fakültesi,üniversite,Gerçek anlamda öğretmen. Artık dersimiz olmasa da özleyeceğim hocalarımdan.,4.8,1.0
Hukuk Fakültesi,üniversite,Marmara Hukuk'un en güzel asistanlarındandır. Kendine has bir tarzı vardır. Zekidir ve iyi ders anlatır. Anfi dolup taşardı onun dersinde. Ceza hukuku dersinin ağırlığından olsa gerek genelde asık suratlı sanılır ama kocaman bir gülümsemesi olduğunu gördüğümde şaşırmıştım. Hocam aşığım size. :D,3.5,
Eğitim Fakültesi,üniversite,Mükemmel bir eğitimci.,5.0,1.0
Yabancı Diller Yüksekokulu,üniversite,Kazandırdıkları benim için çok değerli. O en milyon birinci mükemmel hoca. :),4.2,1.0
Fen-Edebiyat Fakültesi,üniversite,Fizik dersini bu kadar güzel anlatan hoca bulmak gerçekten çok zor. Dersteki tek amacının dersinin anlaşılır olması olduğunu hissediyorsunuz. Başka hocalar gibi konuyu diğer konularla bağlantısız anlatmış olmak için anlatmayan mükemmel bir hoca.,4.6,1.0
Kimya,lise,Orta şekerli.,3.8,1.0
Matematik,lise,"Ne denilebilir ki, yorumsuz.",2.8,
Fen Edebiyat Fakültesi,üniversite,"Tek kelime: üstad! Ekrem Düzen gibi bir hocadan ders alma şerefine ulaştığım için kendimi çok şanslı addediyorum. ""Bu adam insan olamaz, olsa olsa melektir"" diye her derste ayaklarına defalarca bakıyorum, yere basıyor mu diye. Bu adam ölümsüz olmalı ve nesiller boyu insanlığa bilgi aktarmalı.",4.6,1.0
Mühendislik Fakültesi,üniversite,Tatlı ama zor anlaşılır.,1.8,0.0
Eğitim Fakültesi,üniversite,Takdir ettiğim hocalardan biri.,4.4,1.0
İngilizce,lise,Çok değerli bir insan.,3.4,
Elektrik Elektronik Teknolojisi,lise,"İnsana değer veren, öğrencisini seven, çok değerli bir öğretmen.",4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"İyidir yaa, kasmaz pek. Fisher'in kitabıdır kaynağı sınavlarının. Kitabın Türkçe çevirisini, Türkçe'ye çevirip anlayabilirseniz, rahat geçersiniz.",3.3,
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Bir dönem aldım, hiçbir şey anlamadan FF'i çaktım. Ne desem yalan, sınavda binlerce sayfadan sorumluyduk, okudumda ne değişti. Kilit cümleler istiyormuş sınavda, fark edemedim bile ben. Hee bir de şu cümlesini hiç unutmam, ""benim dersime gelip beni dinleyip geçemezsiniz, ama yoklama var geleceksiniz"".",1.4,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Üniversiteye girdiğimde karşıma çıkan ilk iktisatçıydı. Gerçek bir profesyonel. Artık lisede olmadığınızı size farkettiriyor. Sınavlarında ne yapacağı belli olmaz. Derste ufak kopyalar verir, dikkat edin.",3.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Hakan hocam çok iyidir. Kendisinden üç dönem ders aldım. Yoklama zorunluluğu olmamasına rağmen gidesi geliyor insanın. Meşhur sözü ''kusura bakmayın hocam bla bla''dır. :D Sınavdan tırsmaya gerek yok. Erdal Ünsal'ın kitabını şöyle bir gözden geçirin, önemli yerlerin alını çizip derste tekrarlayın yeter.",4.6,1.0
Fen Edebiyat Fakültesi,üniversite,"Çok düzenli, öğrencinin iyiliğini düşünen bir hoca. Sene içi korkutuyor ama sene sonunda öğrenciyi dersten geçirme taraftarıdır. Fiziğe bakış olarak bana çok şey katan bir hocadır kendisi.",3.1,
Ziraat Fakültesi,üniversite,Çok kaliteli bir hoca. Her ne kadar  notlarda cimrilik yapsada seviyorum Murat Hoca'yı. :),3.6,1.0
Ziraat Fakültesi,üniversite,"Tecer hocam üniversite hayatım boyunca bizleri destekleyen, bizlere en iyisi için çaba gösteren hocamdır. :)",4.63,1.0
Güzel Sanatlar Fakültesi,üniversite,Edindiği ve verdiği bilgiler tartışılmaz ancak bölüm başkanı olduğundan dolayı mıdır bilinmez biraz sert ve dediğim dedik bir hocadır.,2.6,
Güzel Sanatlar Fakültesi,üniversite,Dünyanın en tatlı hocalarından.,4.2,1.0
Yabancı Diller Bölümü,üniversite,Genç ve tatlı bir hocamızdır. Derste bazen onu çıldırtsak da çok sıcakkanlı ve müthiş anlaşılır ders anlatır.,4.6,1.0
Din Kültürü ve Ahlak Bilgisi,lise,"Bir öğretmende olması gereken tüm özellikleri üzerinde toplamış, her yönüyle kaliteli bir öğretmen. Kısa sürede tüm okulun sevgisini kazanabilmeyi başarmış, yaptığı çalışmalarla lider olmaya hak kazanan bir eğitimci. Din Kültürü ve Ahlak Bilgisi dersini bu kadar zevkli ve akıcı işleyen bir hoca görmedim. Teknolojiye hakimiyeti, bilgisi, görgüsü, zekiliği, yardımseverliği vb. pek çok özelliği ile harika bir öğretmen.",5.0,1.0
Eğitim Fakültesi,üniversite,"Ders anlatımı olsun, öğrencilerine verdiği değerle olsun, herşeyi ile örnek alınacak ülkemizin en mükemmel eğitimcilerindendir. Ondan ders aldığım için çok şanslıyım.",4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Gökhan Hoca hayatımda gördüğüm en ince, en güleç, en güzel hocalardan biridir. Kibir kelimesinin onun dünyasına hiç uğramadığı şüphesiz zira sizle konuşurken heyecandan titrer. O öğrencileri özel hissettiren ender hocalardan biridir. Bir tanedir Gökhan Hoca, rakibi Barış Alpaslan. :)",3.2,
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Çamaşırları sermişte yorgunluktan sınıfa gelmiş bize sitem edecek bir ev hanımı görüntüsü olsa da, profesör statüsünü söze başladığı ilk andan hissettiren zat. Aklımda güzel zamanlar, saygın anılar bıraktığı kesin.",4.0,1.0
Ziraat Fakültesi,üniversite,"Üniversite hayatımda güleryüzlülüğü, samimiyeti, içtenliği, yardımseverliği ile tanıdığım ve tanımaktan mutluluk duyduğum hocamdır. Ders anlatırken almış olduğu keyfi öğrencilerine yansıttığı için aktif ve zevkli bir ders ortamı oluşturur.",4.63,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Genç yaşına rağmen müthiş bir bilgi birikimine sahip olan, işlediği derslerde vaktin nasıl geçtiğini anlamadığımız mükemmel bir hocadır. Ayrıca hangi konuda olursa olsun odasına gittiğimde öğrencilere hep yardımcı olan hocamızdır.",4.2,1.0
İletişim Fakültesi,üniversite,"Çok iyi bir hoca, genç, dinamik, aynı anda çok başarılı. Tam bir proje adamı. Görseli çok iyi. :)))",4.6,1.0
Güzel Sanatlar Fakültesi,üniversite,"Süper, süper.",4.8,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Hayatımda gördüğüm en iyi ders anlatan hoca.,3.0,
İletişim Fakültesi,üniversite,"Harika bir hoca, öğrencilerle ilişkisi çok iyi.",5.0,1.0
İletişim Fakültesi,üniversite,"""Aslolan üretmektir"" felsefesini benimsemiş, çok kaliteli, üretken bir hoca. Genç yaşında iyi bir akademik kariyere sahip profesör. Erciyes İletişim Fakültesi'nde çalıştığı yıllarda büyük devrimler yapmıştır.",4.8,1.0
İletişim Fakültesi,üniversite,"Genç bir hoca olmanın zorluklarını yaşıyor. Hep eskilere gidiyor, benim zamanımda böyleydi diyor. Özünde iyi biri ama okulda öğrenciler tarafından çok eleştiriliyor. Öğrencilere kendini sevdirmesi gerekli. Ayn Rand'ın Benciliğin Erdemi kitabından etkilenmiş gibi. :)",3.1,
Eğitim Fakültesi,üniversite,Dersler zevkli ama bazen de çok sıkıcı olabiliyor. Not tutmakta zorlanıyoruz ama hoca dersi güzel anlatıyor.,4.2,1.0
Türk Dili ve Edebiyatı,lise,"Ben Şerife, sizi çok seviyorum hocam. :) Keşke o dersinizde olsam da dinleyebilsem.",4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Görkem hoca bir tanedir. :D,4.4,1.0
Mühendislik Fakültesi,üniversite,Hoca gibi hoca. :),5.0,1.0
Mühendislik Mimarlık Fakültesi,üniversite,"Tamamen teorik ders işleyen, uygulamaya yönelmeyen bir hocaydı.",1.6,0.0
Mühendislik Mimarlık Fakültesi,üniversite,Harika değil ama iyi olmanın ötesinde.,4.0,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,İlk yorumu yapan ben olmak istedim hocam. Hani demiştiniz ya her insanın hayatında bir dönüm noktası vardır diye. Şuna kesinlikle inanıyorum ki benim hayatımın da dönüm noktası sizsiniz ve eminim sizden aldığım ve alacağım eğitimle çok iyi yerlerde olacağım. Şimdiden her şey için teşekkürler hocam.,3.6,1.0
Fen Fakültesi,üniversite,"Fakültenin en sempatik, en esprili hocalarından biri. Dersleri çok eğlenceli geçer. Ben keyifle derslerini dinlerdim. Zaten hocamızı bölümde sevmeyen öğrenci yok desem yeridir. Kendini dalında iyi yetiştirmiş. Özellikle soruları çözüm şekli çok iyi. Ondan ders almak iyi bir tecrübeydi benim için.",4.2,1.0
Fen Fakültesi,üniversite,"Çok yardımsever, iyi kalpli bir hocadır. Dersleri eğlenceli geçer, hiç sıkılmazsınız. Onun için önemli olan öğrencinin anlayıp anlamamasıdır. Ben dersini çok iyi anlardım fakat sınavlarında bir türlü istenilen performansı yakalayamadım. Yine de benim çok sevdiğim, değer verdiğim hocalarımdan biridir.",4.8,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Kaldınız.,1.8,0.0
Yabancı Diller Yüksekokulu,üniversite,"Müeyyet Hoca'nın değeri iki durumda anlaşılır; 
1) Diğer hocaları görünce
2) Mezun olunca
Çünkü o sadece İngilizce dersi vermez, genel kültür ve hayat felsefesi verir. Ben de büyüyünce onun gibi bir hoca olmak istiyorum.",4.4,1.0
Mühendislik Fakültesi,üniversite,"Liderlikle ilgilenen herkes, en az bir kez Liderlik Yönetim ve Değişim dersine katılmalı! 
Zaten sonrasında dersin müdavimi olunacağı konusunda hiç şüphem yok.",4.6,1.0
Eğitim Fakültesi,üniversite,Ama ben kaldım bu dersten. Bu dersten kalmak bir ayrıcalıktır. :),4.56,1.0
Fen Fakültesi,üniversite,Dersleri gayet güzel geçer. Anlamama problemi yaşamazsınız. Özellikle soru sormaya veya anlamadığınız bir konuyu sorarsanız hiç sıkılmadan size yardımcı olur. Ben sürekli soru sorardım hiçbir sorumu cevapsız bırakmadı. Ayrıca hocam çok iyi bir motivasyoncudur. Eli öpülesi hocalardan biridir.,4.8,1.0
Fen Fakültesi,üniversite,"Bölümün en mükemmel hocalarından biri. Dersi anlatışı tek kelimeyle harika. Diyebilirimki anlama garantili ders anlatan ender hocalardan biri. Hiçbir sorunuz yanıtsız kalmaz, ne derste ne de yanına gittiğinizde. Dersini dinlediğimde iyi ki matematik okuyorum dedim. Ondan ders almak büyük şans. İyi ki var.",5.0,1.0
Güzel Sanatlar Fakültesi,üniversite,Dünya güzeli ve dünya tatlısı bir hoca. İdolüm benim. İleride onun gibi insan bir hoca olmak istiyorum.,4.6,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Çoookkk kötüüüü!!!,1.0,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Memnun olduğum hocalardan biri.,3.4,
Fen Fakültesi,üniversite,Ders anlatımı da fizik konusundaki bilgisi ve bilime verdiği emek kadar üstündür.,3.6,1.0
Fen Fakültesi,üniversite,"Sınav kağıdına bakmak isteyen öğrencilerinin yanında telefonda konuştuğu arkadaşına; ""şimdi yanımda da iki öğrenci var, kağıtlarına bakmak istiyorlar evet vallahi final öncesi iyi taktik"" diyerek, öğrencilerine taşlamada bulunan hocadır.",1.4,0.0
Eğitim Fakültesi,üniversite,"Süleyman Hoca kendi alanında marjinallik sergileyen bir eğitimci olup kolay anlaşılır bir dille derslerini anlatır. Kodlamaları ile meşhurdur. Arkadaş canlısı, olgun, bazende şakacı bir yapıya sahiptir. Emeği için teşekkür ediyorum. Besyo'yu tutamaz,  şampiyon besyo hocam, saygılarımla...",4.56,1.0
Yabancı Diller Yüksekokulu,üniversite,Diğer okutmanlara göre İngilizce'yi severek öğretiyor. Mevcut okutmanlar arasında en başarılı öğrenciler onun sınıfında. Diğer okutmanların öğrencileri sınıf değiştirip Gülay Hanım'ın sınıfına geçmek istiyor. Keşke İngilizce dışında başka yabancı dilleri de öğretiyor olsaydı.,5.0,1.0
Ziraat Fakültesi,üniversite,"Sınıfa girdiğinde, herkese pozitif enerji yayar. Tüm arkadaşlara tebessüm eder. Hepimize kendimizi ifade etme fırsatı tanır. Türkçe'yi çok iyi kullanır. Konuşmaları çok akıcıdır. Derste zamanın nasıl geçtiğini farkedemezsiniz. Öyle zevkli anlatır ki, derse çok iyi adepte olursunuz.",5.0,1.0
Eğitim Fakültesi,üniversite,Eğitim Bilimi'ne bir giriş yaptık pir giriş yaptık.,4.56,1.0
Eğitim Fakültesi,üniversite,Neden görev yapıyor anlamak güç.,1.0,0.0
Eğitim Fakültesi,üniversite,Gerçekten hoca.,4.56,1.0
Eğitim Fakültesi,üniversite,Dersleri çok zevkli ve hiç sıkılmazsınız. Hele dersin ortasındaki müthiş kahkası var yaa... Bittiğim andır.,4.6,1.0
Eğitim Fakültesi,üniversite,"Eğitim Fakültesi'nin nadir eğitimcilerinden kendisi. Dersini sıkılmadan dinleyebileceğiniz bir hoca. Yardımsever, iyi niyetli ve öğrenci dostu. Mezun olunca iyi hatırlayacağımız bir hocamız. Ölçme dersini ondan alsak iyi olacaktı ama nasip olmadı. İnşallah 2. dönem sosyal bilgilerin ölçme dersini alır.",4.56,1.0
Eğitim Fakültesi,üniversite,"Ne zaman odasına gitsek muhakkak yanında birileri olur. Onu yalnız bulmak adeta imkansızdır. Bu konuda şikayet ettiğimizde ise cevabı ""bizim kapımız herkese açık"" olur. Gerçekten de yemek saati dışında odasının kapısı hep açıktır. Sizi çok seviyoruz hocam. Bu arada ben mezunum ve çok özlüyorum hocamı.",4.4,1.0
Eğitim Fakültesi,üniversite,Herşeyden önce öğretmenlik mesleğini her anlamıyla yaşatan bir insan. Kendi enerjisini size yansıtarak içinizdeki ölü duyguları yok eden ve yerine azmi doğuran bir hocamız. Arkasından da en karmaşık konuların bile eğlenceli hale geldiği dersler. Yaşamak gerek.,4.56,1.0
Eğitim Fakültesi,üniversite,"Öğrencinin problemlerini çözer hocam. Vatanperverdir. Öyle bir ders anlatır ki, bırak okulu meslek hayatın boyunca unutamassın. Herşeyden önce adam gibi adamdır Süleyman hocam.",4.56,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Lütfen beni bırakmasın.,2.8,
Eğitim Fakültesi,üniversite,Aslında Süleyman Hoca'yı anlatmak çok da kolay değil. Yaşamak gerekiyor ama şunu diyebilirim ki görebileceğim en iyi hocalardan biri. Öğretmenliği süper. Bana okumuş olduğum mesleği hissettiren tek insan. O başka bir hocaya hocaların hocası diyor ama benim için hocaların hocası Süleyman Karataş.,4.56,1.0
Eğitim Fakültesi,üniversite,Kendimizi üniversitede olduğumuzu hissettiren ve bölümümüzü sevdiren hocalarımın en başında gelen kişidir. İleriki yaşamımda ideal alabileceğim karakterlerden biridir.,4.56,1.0
Eğitim Fakültesi,üniversite,"Çok fazla derse katılmıyorum. Benden kaynaklanıyor. Ama hocanın iyi olduğunu, eğlenerek ders dinlediğimi, en azından öğretmenliği hissettiğimi söyleyebilirim. İnşallah bir daha girer.",4.56,1.0
Eğitim Fakültesi,üniversite,"Alanının olmazsa olmazı, diline ve kültürüne bağlı..",4.6,1.0
Eğitim Fakültesi,üniversite,"Onunla eğitim bilimleriyle tanışmak isterdim. Alanına hakim, öğrenci dostu..",4.56,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Ders kitabı yok ama internette kendi sayfasında online kaynaklar var.,3.4,
Mühendislik Fakültesi,üniversite,Süper hoca.,5.0,1.0
Eğitim Fakültesi,üniversite,"İdealist, seviyeli ancak dost, gerçek bir eğitimci.",4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Yusuf Eradam yeryüzünde anlaması en zor insanlardan bir tanesidir. Dersine girmeden kendisini anlamak imkansızdır.,2.0,0.0
İletişim Fakültesi,üniversite,Çok tatlı bir insan. Ders anlatma konusunda biraz problemleri olsa da.,4.0,1.0
İletişim Fakültesi,üniversite,Tek kelimeyle muhteşem.,4.2,1.0
İletişim Fakültesi,üniversite,Re-do almaktan imanımız gevriyor. Sınıfın 3te1i geçebilirmiş sadece. Bu kadar zorlasa da bizi çok kaliteli bir akademisyen.,2.2,0.0
Eğitim Fakültesi,üniversite,Çok iyi bir hoca.,4.6,1.0
