FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Alabiliyorsanız mutlaka dersini bir kere alın.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Eğlenceli dersler işledik, çok öğrendik, çok sevdik... Süperrrrr.",1.0
İngilizce,lise,5.0,5,5,5,5,5,"Hocam sizi çok seviyoruz. Lütfen tayin istemeyin! 

(9-B)",1.0
Fizik,lise,4.4,3,5,4,5,5,"Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Tarih,lise,5.0,5,5,5,5,5,"Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,"Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Kimya,lise,3.9,3,4,4,3.5,5,"Hülya hocam sınıf öğretmenimdir. Gerçekten ileri yerlere gelebilmemiz için çok emek veriyor. Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Biyoloji,lise,4.6,4,5,4,5,5,"Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Matematik,lise,4.6,3,5,5,5,5,"Sevinç hocam gerçekten disiplinli ve ders anlatımı oldukça iyidir. Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Felsefe,lise,4.8,4,5,5,5,5,"İpek hocam felsefe dersime giriyor. Kendisiyle çok iyi anlaştığımı düşünüyorum. Saygı ve sevgilerimle...

Murat Oğulcan YALÇIN, 11 Fen B,
TINAZTEPE LİSESİ.",1.0
Matematik,lise,4.6,3,5,5,5,5,"Pervin öğretmenimden geometri dersi alıyorum. Pervin hocam gerçekten çok düzenli ve disiplinli ders anlatır. Kendisi hala dersime giriyor. Her okula böyle düzenli ve disiplinli öğretmenler atanması gerekir. Saygı ve sevgilerimle... 

Murat Oğulcan YALÇIN, 11 Fen B, TINAZTEPE LİSESİ.",1.0
Mühendislik Fakültesi,üniversite,4.7,4,4.5,5,5,5,"Çok değerli hocam, sizi çok seviyorum. Nur içinde yatın...",1.0
Mühendislik Fakültesi,üniversite,3.2,4,3,3,3,3,Bir süre Türkiye'de olamayacak. Başarılar hocama.,
Mühendislik Fakültesi,üniversite,4.7,4,4.5,5,5,5,Herşey çok güzeldi. Allah rahmet eylesin.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,1,5,5,5,5,Kişiliğine hayran kaldığım insanlardan birisi!,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.0,2.5,3.5,4,5,5,Sade ve insancıl bir hoca.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.6,2,4,4,5,3,"Sevgili hocam, benim hayattaki favori insanlarımdan!",1.0
Kimya,lise,4.4,3.75,4.25,5,4.5,4.5,Yorum yok.,1.0
Tarih,lise,2.3,1.5,3,3,3,1,Yorum yok.,0.0
Rehberlik,lise,5.0,5,5,5,5,5,Hocaların en kralı o. :),1.0
İletişim Fakültesi,üniversite,4.2,3,5,5,3,5,"Akıcı, zevkli.",1.0
Bilişim Teknolojileri,lise,4.6,4,4,5,5,5,Güvenilir ve yardımsever öğretmenimiz.,1.0
Bilişim Teknolojileri,lise,4.6,4,4,5,5,5,Güvenilir.,1.0
Almanca,lise,4.8,4,5,5,5,5,Yorum yok.,1.0
Eğitim Fakültesi,üniversite,4.4,4,4.67,5,3.33,5,Eğer dersini aldıysanız ya da alıyorsanız çok şanslısınız.,1.0
Fen Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,Ekonomi Üniversitesi Matematik Bölümü'nü çekilir kılan nadir hocalardan.,1.0
Müzik,lise,4.2,3,4,5,5,4,Çok anlaşılır solfej dersi yapan bir öğretmendir.,1.0
Teknik Eğitim Fakültesi,üniversite,3.4,2,3,3,4,5,Birçok öğrencinin muzdarip olduğu bir ders anlatma stiline sahiptir. Sınavda sorduğu sorular genelde birinci kaynaktan çeviridir. C++ dersini kendisinden aldığım için ve ufkumu açan Yapay Sinir Ağları projelerinden ötürü kendisine müteşekkirim.,
Mühendislik Fakültesi,üniversite,4.8,5,5,5,4,5,Tahtada yazı yazılacak yer kalmadığında duvardan devam edebilecek kadar öğretmen. Yüksek lisans eğitimime sosyal bilimlerde devam ettiğimi söylediğimde en doğrusunu yapmışsın diyebilecek kadar öğretmen.,1.0
Teknik Eğitim Fakültesi,üniversite,4.8,4,5,5,5,5,"Kocaeli Üniversitesi Teknik Eğitim Fakültesi için büyük bir şanstır kendisi. Bilgisayar ve kontrol konularının erbabı, enformatiğin mimarıdır. Hele o uzun yıllar önce yazdığı Pascal kitabı yok mu? Hala kitaplığımda hatıradır. Verilebilecek puanların yetersiz kaldığını düşünüyorum.",1.0
Mühendislik Fakültesi,üniversite,2.6,1,3,3,4,2,Robot konusunda Türkiye'nin sayılı hocalarındandır. Amerika anılarını yazsa kitap olurdu. Çok başarılı bulduğum kıymetli hocalarımdandır.,
Tarih,lise,5.0,5,5,5,5,5,Tek kelimeyle süper. Hayatta böyle hocalar zor çıkar. Çok atak ve çok yardımsever.,1.0
Fen-Edebiyat Fakültesi,üniversite,4.2,3,5,5,3,5,"Önünde eğilebilecek kadar bende emeği olmuş çok değerli bir ay parçasıdır. Benim hocam çok sabırlı, çok akıllı ve bir o kadar da çok iyi bir dosttur. Üniversiteyi okumamda payı büyük olan hocama saygı ve teşekkürlerimi sunarım.",1.0
Türk Dili ve Edebiyatı,lise,3.5,2.5,2.5,4.5,3.5,4.5,Sınav soruları biraz zor olsa bile bunu sözlüde yansıtacağını düşünüyorum.,
Fen Edebiyat Fakültesi,üniversite,4.3,4,4.5,3.5,4.5,5,"İyi hocadır, çok yardımseverdir. Öğrenciye karşı sıfır kötü niyetle eğitim vermektedir. Her zaman öğrencinin lehine davranışlar sergilemiştir. Hocama teşekkür ederim verdiği bilgiler ve hayattan kesitler için...",1.0
İngilizce,lise,5.0,5,5,5,5,5,"Onu çok seviyorum, çok iyi bir teacher.",1.0
Mühendislik Fakültesi,üniversite,4.9,4.5,5,5,5,5,"Ders anlatımı, sınavlarda düşündürmeyi ölçen soruları ve öğrenciye yaklaşımı ile gerçek bir bilim insanı...",1.0
Fen-Edebiyat Fakültesi,üniversite,4.2,3,5,5,3,5,"Her yönüyle bulunmaz bir hoca. Hala okulumuzda olmasını çok isterdim. Ders anlatımı, yorumları, tatlılığı... Bende çok artısı vardır.",1.0
Edebiyat Fakültesi,üniversite,5.0,5,5,5,5,5,Tanıdığım en iyi akademisyen.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,İyi bir hoca.,1.0
Mühendislik Mimarlık Fakültesi,üniversite,2.93,2.33,3.67,3,2.33,3.33,Tek kelimeyle harika bir hoca.,
Mühendislik Fakültesi,üniversite,3.8,3,5,4,2,5,"Tenefüs zili çaldığında Özgür Hoca geliyor sesleri duyulduktan sonra koridorların bomboş kalmasına neden olan yegane hocamız. :d Ama çok yardımseverdir de... İzmir Barbaros Hayrettin İlkokulu'nda çok hatıralarımız vardır hocamızla. Bir kaç kez azar yemişimdir ama sebebsiz yere. :D Hocamdır, haklıdır. :D",1.0
Coğrafya,lise,4.6,5,5,5,3,5,"İlham perim.... Canım öğretmenim... Öğrencilerine ders dışında her konuda yardımcı olan yegane biridir. Hocamdan ders alan gerçekten kendini çok şanslı hissetmeli ama bunu herkes anlayamaz. Canım hocam, verdiğin bilgiler ve sevgin için minnettarım. On numara hoca.......",1.0
Veteriner Fakültesi,üniversite,4.6,4,4.5,4.5,5,5,Hocam çok iyisiniz. Sağolun... :),1.0
Veteriner Fakültesi,üniversite,4.6,4,4.5,4.5,5,5,Hocam emekleriniz için sağolun.... :),1.0
İletişim Fakültesi,üniversite,4.3,1.5,5,5,5,5,Notlar dışında çok iyi bir hoca.,1.0
Müzik,lise,5.0,5,5,5,5,5,Süper.,1.0
Din Kültürü ve Ahlak Bilgisi,lise,3.53,5,3,3.67,2.33,3.67,Süper.,1.0
İngilizce,lise,1.4,1,1,1,1,3,Yorum yok.,0.0
Biyoloji,lise,5.0,5,5,5,5,5,Okuldaki en iyi hocalardan biri diyebilirim ama biyoloji hocası olarak en iyi Özlem Hoca diyorum. Ve de dersi çok anlaşılır anlatıyor.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Çok iyi.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Fen Edebiyat Fakültesi,üniversite,4.5,3.5,4.5,5,4.5,5,"Herşeyden önce kendini bilime adamış idealist bir insandır. Son derece samimi, içten ve fotoğrafta göründüğünden çok daha güzeldir.  :)",1.0
Tarih,lise,5.0,5,5,5,5,5,Hayatımda tanıdığım en iyi hocalardan biri.,1.0
İngilizce,lise,4.6,3,5,5,5,5,Yorum yok.,1.0
Tarih,lise,4.8,4,5,5,5,5,"Hocam çok güzel ders anlatıyorsunuz. Sizin gibi güzel ders anlatan bir tane Hatice Karakaş hocamız var, başkada yok.",1.0
İngilizce,lise,3.8,2,5,5,3,4,"Disiplin, düzen, kusursuz anlatım, alanında yetkinlik, özveri... E daha?",1.0
Fen-Edebiyat Fakültesi,üniversite,4.2,3,5,5,3,5,Şimdiye kadar ki en kaliteli öğretmenlerimden biri. Onun dersine girecek kadar şanslı tüm öğrenciler bunu anlamıştır eminim. Sadece derste değil ders dışında da öğrencilerine karşı sevgi dolu ve yardımsever olmuştur.,1.0
Tarih,lise,5.0,5,5,5,5,5,Çok iyi bir insan.,1.0
Bilişim Teknolojileri,lise,4.6,5,5,4,4,5,Valla zor.,1.0
Mühendislik Fakültesi,üniversite,4.6,3,5,5,5,5,"Mükemmel, titiz, işini hakkıyla yapmak isteyen bir insandır.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Mükemmel üslubu ve yorumu var.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.8,1,2,2,2,2,"Kendisi belli etmese de iyidir, hoştur. Ekonometri bilgisi yüksektir ancak aktarma konusunda son derece başarısızdır. Dersi zevksiz hale getirmek için özel çaba sarfettiği düşünülür.",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.8,3,3,3,5,5,Dili ağırdır. Fazla bilgilidir. Bazen bu fazla bilgiyi aktarmakta zorlanır. Yoklamada katıdır ama donanımı yüksektir.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,3,5,5,4,5,Türkiye'nin en donanımlı iktisatçılarından biridir kendisi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.8,1,5,5,5,3,Süper ders anlatır. Donanımı mükemmeldir lakin öğrenci bırakmaya bayılır.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,3,4,4,5,5,Öğrenci dostudur.,1.0
Elektrik Elektronik Teknolojisi,lise,5.0,5,5,5,5,5,Şeker gibi hocaydı.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Tek kelime ile mükemmel öğretmenimiz. :),1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.4,1.5,3,3.5,4,5,Süper bir insan. Dört dörtlük bir hoca. Onun öğrencisi olabildiğimiz için çok çok çok şanslıyız. Şimdiki yeni öğrencileri umarım hakediyorlardır hocamızı.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.2,2,3,5,3,3,"İlkay Hoca dün akşam ne yediğini bile anlatsa pür dikkat dinletebilecek bir potansiyele sahip. Ses tonu, telafuzu müthiş. Tahtayı çok çok düzenli kullanıyor. Lakin sınavlarından 70 beklerken 30 almak mümkün. Tekrar tekrar denersiniz, 30. Sonra bir gün bir bakmışsınız 70. Becerdim mi hoca mı verdi bilemezsiniz.",
İktisadi ve İdari Bilimler Fakültesi,üniversite,2.0,1,2,3,2,2,"Gayet zor bir ders, İbrahim Hoca bırakmayı da sever. Tıpkı İktisat 2'de de olduğu gibi, defalarca aldıktan sonra geçebildiğim dersin yegane hocası İbrahim Hoca.",0.0
Fen Fakültesi,üniversite,4.4,3,5,5,5,4,Hayatım boyunca anlatım dili en açık gelen hocamızdır. Utanmasam ders dinlerken tahtanın başına gidip hayranlıkla dinlerim onu.,1.0
Fen Fakültesi,üniversite,4.5,3.5,5,5,4,5,"Fiziği bana birkez daha sevdiren, değerine paha biçemediğim canım hocam. :) Psikolojik desteğini, öğrencilerine verdiği azim ve şevki, hele de saygıyı kimsede göremedim.",1.0
Fen Fakültesi,üniversite,4.4,3,5,5,4,5,"Akademik bilgisi olsun, karakteri ve yardımseverliği olsun mükemmel ötesi bir insandır.",1.0
Coğrafya,lise,4.62,4.1,4.6,4.9,4.7,4.8,O bir yaşayan efsane.,1.0
Teknik Eğitim Fakültesi,üniversite,4.8,4,5,5,5,5,Çok başarılı.,1.0
Fen Fakültesi,üniversite,4.5,3.5,5,4.5,4.5,5,Elleri öpülesi bir insan. Her zaman dik ve bildiğinden şaşmayan. Allah uzun ömürler versin.,1.0
Fen Edebiyat Fakültesi,üniversite,3.7,3,3.5,5,4,3,"İyi bir bilimadamı, kötü bir dinleyici. Kafasında önceden herkese notunu vermiş birisi. :) Türkçesi oldukça anlaşılır, konu anlatımına engel değil. Davut Hoca'nın dersinden geçebilmek için gerçekten öğrenmek gerekiyor. Bazen öğrendiğin halde kalmak da mümkün. :)",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"KHAS İşletme Bölümü'nün kıdemli lokomotifi. Okulun en eski hocalarındandır. Dersine her hafta borsayı, piyasayı takip ederek gelmek gerekir. Zira dersinde teoriyi pratikle somutlaştırmayı sever. Odasının kapısı her zaman açıktır. Tavsiyemdir arkadaşlar, dersini alınız.",1.0
Fen Edebiyat Fakültesi,üniversite,1.8,3,2,2,1,1,Kişilere dair görüşlerini çok düşük ve çok yüksek not vererek fazla belli eden biri. Öğrencileri dinleyen biri değil. İyi bir eğitimci yada objektif bir değerlendirmeci olduğu söylenemez. Bilimadamı olabilmek adına kendisini yetiştirmeye ihtiyacı var. Mümkünse bazıları eğitimci olmasın.,0.0
Fen Edebiyat Fakültesi,üniversite,4.4,3,4,5,5,5,"İyi bir eğitimci. Dersleri oldukça ilgi çekici ve öğrencileri derse motive etme konusunda başarılı. Anlaşması kolay, kendini geliştirmiş, yükseklik kompleksi olmayan, rahat, dost canlısı, yardımsever bir hoca.",1.0
Fen Edebiyat Fakültesi,üniversite,2.2,2,3,4,1,1,"Başarı odaklı, hırslı biri. Öğretme kaygısı taşımayan fakat zorlayan biri. Özgüveni fazla yüksek, iletişim yeteneği zayıf bir hoca.",0.0
Biyoloji,lise,4.4,3.83,4.33,4.67,4.5,4.67,"Kendisini mesleğine adamış, çok değerli bir öğretmenimdir. Allah ondan razı olsun.",1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,1.4,3,1,1,1,1,Mimar-iç mimar ayrımını yapmaktan kurtulamayan ve iç mimarlık bölümünde verdiği tesisat dersinde sürekli bu ayrımdan ötürü sahip olduğu önyargıyı yansıtan hoca.,0.0
Matematik,lise,3.77,2.85,3.85,4.15,3.92,4.08,Benden selam olsun.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Zeki ve pratik bir öğretmen.,1.0
Matematik,lise,4.2,3,4,4,5,5,Kendisi çok saygıdeğer bir insan.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Çok iyi bir hocamız kendisi.,1.0
Matematik,lise,4.7,4,5,5,4.5,5,Yorum yok.,1.0
Matematik,lise,4.2,3,4,4,5,5,Yorum yok.,1.0
Coğrafya,lise,3.6,5,3,4,3,3,Yorum yok.,1.0
Türk Dili ve Edebiyatı,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Beden Eğitimi,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.8,4,5,5,5,5,Çok iyi ve her daim otoritesinden ödün vermeyen bir hocadır. Öğrenciler onun için bir iş yapacaklarında sadece içlerinden geldiği için yaparlar. Çok sevdiğimiz hocalarımızdan birisi....,1.0
Hukuk Fakültesi,üniversite,2.9,2.5,2.75,2.75,3.5,3,Çok iyi bir hocadır. Öğrencinin seviyesine inip onu daha da başarısız yapmak yerine öğrenciyi kendi seviyesine çekmeye çalışan bir hocadır. Bize dersi 3 saat ama 24 saat anlatsa yinede sıkılmayız. Biz kamu öğrencileri olarak bize öğrettiğiniz ve kattığınız herşey için size minnettarız. İyi ki varsınız.,
Yabancı Diller Yüksekokulu,üniversite,2.2,5,1,1,3,1,"Çok dağınık, amaç İngilizce öğretmek değil....",0.0
Matematik,lise,3.4,3,3.5,4.5,3,3,İdare eder.,
Fransızca,lise,5.0,5,5,5,5,5,En iyi hocam. Onun sayesinde sevdik biz Fransızca'yı.,1.0
Tarih,lise,5.0,5,5,5,5,5,"Çok iyi bir hoca, Allah ondan razı olsun.",1.0
Biyoloji,lise,2.6,1,5,3,3,1,Çok iyi bir hoca. :),
Mühendislik Fakültesi,üniversite,4.16,3.86,4.29,4.43,3.79,4.43,Adam dendiğinde ilk aklıma gelen kişi.,1.0
İngilizce,lise,4.0,2,4,5,4,5,Yorum yok.,1.0
Tarih,lise,3.4,1,3,4,5,4,Allah başımızdan eksik etmesin. :D,
Mühendislik Fakültesi,üniversite,4.0,5,4,3,3,5,"Hocam kızmayın. :) Yazılıda verdiğiniz bol notlardan sonra bunu yapmam gerekti(!) :) Okulda görüşürüz, ben sizi bulurum.",1.0
Fizik,lise,4.8,4.5,5,5,4.5,5,"Çok kıymetli bir hocamızdır kendisi. Esprileriyle, sempatik tavırlarıyla, ders anlatışıyla, her zaman güleryüzüyle gönüllerde taht kurmuştur.",1.0
Biyoloji,lise,4.0,3,4,5,4,4,Yorum yok.,1.0
Mühendislik Mimarlık Fakültesi,üniversite,4.6,3,5,5,5,5,Üniversitelerde bulamayacağımız tarzda anne şefkatiyle yaklaşan hocamız. Gariptir buraya geldiğimde bu kadar öğrenci dostu biriyle karşılaşacağım hiç aklıma gelmemişti. Teşekkürler saygıdeğer hocam.,1.0
Eğitim Fakültesi,üniversite,3.0,2.5,3,3.5,3.5,2.5,Tam bir Mahmut Hoca tiplemesi.,
Mühendislik Fakültesi,üniversite,1.6,2,2,1,2,1,"Farklı kişiliklere, farklı biçimlere saygısı yok. Kaldı ki matematik dersini veriyor. Herkes bilir, matematik görecelidir, hedefe bir çok yoldan ulaşılır.",0.0
Mühendislik Fakültesi,üniversite,4.2,3,4,4,5,5,"Mükemmel insan, mükemmel hoca. Bu kadar çok çalışması olan, yayınlar yapan, bu kadar mütevazi ve canayakın bir hoca daha olabilir mi?",1.0
Mühendislik Fakültesi,üniversite,2.6,1,3,5,3,1,Yorum yok.,
Matematik,lise,4.33,2,4.67,5,5,5,"İnsana nasıl yaklaşacağını, nasıl davranacağını, konu nasıl anlatılırsa anlayacağımızı çok iyi bilen, konunun neresini anladığını gözlerinden anlayan bir ilah. Çok mükemmel ders anlatır. Değer verilmesi gereken bir insandır. Bizim okulun olmazsa olmazı. :) Beni matematiğe aşık eden insan. Hayatımda tanıdığım en mükemmel matematik öğretmeni. Onunla beraberken matematikten zevk alıyorum.",1.0
Beden Eğitimi,lise,1.4,3,1,1,1,1,Yorum yok.,0.0
Tarih,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,4.2,1,5,5,5,5,"Dünyanın en sıcakkanlı, samimi ve en başarılı öğretmeni. :)",1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,4.2,1,5,5,5,5,Dünyanın en mükemmel öğretmeni. Sayesinde çok şey öğrendim. Teşekkürler. :),1.0
Hukuk Fakültesi,üniversite,5.0,5,5,5,5,5,Dünyanın en şeker insanı. O kadar yardımsever birisi ki anlatamam. Ben onun gibi birisini hiç görmedim. Pelin Hocamız bir tanedir.,1.0
Eğitim Fakültesi,üniversite,4.27,4.67,5,3.67,5,3,"Bu kadar öğrenciyi sıkmaya ne gerek var ki. Okulu bırakırsam sebebi sizsiniz. :(( 3500 madde verdiniz, kitabın tamamını ezberleyin diyorsunuz. Bizi yarış atlarıyla karıştırdınız herhalde.",1.0
Eğitim Fakültesi,üniversite,1.0,1,1,1,1,1,"Tek kelime ile bizlere verilmiş bir velinimet. :)) Hocam sizi çok seviyorum, iyi ki varsınız. Öğrenciniz olduğum için çok şanslıyım.",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Hocamız akademik olarak kendisini geliştirmesinin yanı sıra, piyasa tecrübeleriyle de öğrencilerine çok fazla şey katıyor. İnsani ilişkileri iyi olan, yardımsever ve anlayışlı bir hocamızdır. Mutlaka ders alınması gereken bir hocamızdır. Ben derslerinden çok memnun kaldım.",1.0
Matematik,lise,1.0,1,1,1,1,1,Onun dersleri daha başlamadan bitsin diye dua ederdik.,0.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,Tam bir öğretmen.,1.0
Biyoloji,lise,3.0,3,2,3,3,4,Yorum yok.,
Matematik,lise,3.0,4,2,2,3,4,"Ders işlenmiyor. Sözlü notunu bol verir. Çok kral adamdır. Türkiye'de oynayan Senegalli futbolcuya göre takım tutar. Geçen sene Trabzonluydu, şimdi Fenerli.",
Beden Eğitimi,lise,4.6,5,5,4,5,4,Sevilen bir hoca.,1.0
Tarih,lise,4.2,3,5,4,5,4,Tek kelimeyle kral.,1.0
Coğrafya,lise,3.2,5,1,2,3,5,"Bu kadının okulda, öğretmenlikte ne işi var.",
Din Kültürü ve Ahlak Bilgisi,lise,5.0,5,5,5,5,5,Severim kendisini. Genelde derslerinde uyunur.,1.0
Fransızca,lise,3.0,2,4,5,2,2,Hazırlık hocamdı. Öğrendiğim şeyleri bu kadına borçluyum ama sevmem kendisini.,
Felsefe,lise,4.4,3,5,5,4,5,"Çok sevilen, sorun çözücü, elektriğiniz tutarsa çok kafa hocadır.",1.0
Matematik,lise,2.7,1.5,1.5,2.5,3.5,4.5,Çok zor soruyor.,
İngilizce,lise,3.6,4,4,2,3,5,Büyüdükçe dersleri daha zevkli işleniyor.,1.0
Fizik,lise,4.4,4,4,4,5,5,Mükemmel bir hoca.,1.0
Fransızca,lise,3.2,3,3,4,4,2,"Çok kafa adamdır ama ders aldığınız dönemde değil. Derslerde disiplinli, dışarda tam bir komedi.",
İngilizce,lise,5.0,5,5,5,5,5,Çok iyi hoca.,1.0
Mühendislik Fakültesi,üniversite,1.0,1,1,1,1,1,"Bir eğitmenin cv'si ne kadar kabarık olursa olsun, öğrenciye bildiğini aktaramadıktan sonra o cv'nin hiç bir öneminin olmadığını düşünüyorum. Yeni bir üniversiteyiz. Bu şekilde deneyimsiz hocalar üniversitenin kalitesini düşürüyor. Okulda eğitmen yokmuşcasına aynı kişinin iki derse girmesi içler acısı.",0.0
Tarih,lise,4.8,4,5,5,5,5,Hocam sizin yeriniz çok ayrı. İyi ki varsıniız. Tarih dersi sizinle ayrı bir eğlenceli. Müthiş birisiniz.,1.0
Türk Dili ve Edebiyatı,lise,4.6,3,5,5,5,5,"Ercüment Hocam, siz gerçekten çok çok iyi bir hoca, ayriyetten çok iyi bir insansınız. İyi ki sizi tanıyorum.",1.0
Biyoloji,lise,4.6,3,5,5,5,5,Müthiş bir hoca. Alanında uzman. Onu tanıdığım için çok şanslıyım.,1.0
Kimya,lise,4.4,3,5,5,4,5,Yasemin Mennan hocamız gibi bir hoca ile ders işlemek gerçekten bir ayrıcalık. Kendimi çok şanslı hissediyorum.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.6,3,5,5,5,5,"Hocamızı çok seviyoruz. Öğrencinin anlayabileceği düzeye iniyor. Özellikle öğrencilerle dialoğu çok güzel. Keşke her hoca sizin gibi olsa. Saygılarımla, eski öğrenciniz.",1.0
Fen Edebiyat Fakültesi,üniversite,4.4,4,5,4,4,5,"Her yönüyle harika. Tüm öğrencilerin istediği, işine saygılı ve bağlı.",1.0
Teknik Eğitim Fakültesi,üniversite,5.0,5,5,5,5,5,Hocam saygılar... Öğrenciniz İsrafil. :),1.0
Teknik Eğitim Fakültesi,üniversite,4.4,4,4,4,5,5,Saygılar hocam.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.49,3.22,4.44,4.78,5,5,İsterdim ki okulumuzdan mezun olurken hocamız da bizimle olsun. Ama çok eminim ki hocamız bizlerle... Keşke AB ile ilgili dersleri de hocamızdan alabilseydik çünkü kendisi gerçek bir AB uzmanı.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.49,3.22,4.44,4.78,5,5,Ben böyle karışık bir dersin bu kadar net ve anlaşılır anlatılabileceğine başka hiçbir dersimde şahit olmadım. Hocama çok teşekkür ederim.,1.0
Fen Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,"Hocalığının yanı sıra çok yardımsever, çok güleryüzlü, öğrencisinin sözüne değer veren bir hoca. Ben çok seviyorum.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,"Hocaların hocası sizsiniz. Sizin gibi hocam olduğu için çok şanslıyım. Mükemmel, iyi kalpli...... Sayılamaz sizin için yapılacak iltifatlar.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,"Sen hayatımda tanıdığım en muhteşem hocasın. Seni tanıdığım için çok şanslıyım. Sen çok daha iyi mevkilere, çok daha iyi hayata layıksın. Senin kıymetini bilmeyenler kafasını duvarlara vuruyorlardır emin ol buna. Seni kaybetmek onlar için en ağır cezadır. Sen hep mutlu ol sayın hocam.",1.0
Fen-Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,Yorum yok.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,Hocam bugünkü sınavda gayet güzel sorular sorduğunuz için size teşekkür ederim.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.8,4,5,5,5,5,"Hocam ya, muhasebede döküldük. O kadar çalıştık gene olmadı.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,Hocam sizin dersinizi özledik.,1.0
Bilişim Teknolojileri,lise,4.2,2.5,4,4.5,5,5,"On numara hoca. Dersi çok iyi anlatıyor, her ne kadar ben anlamasamda.",1.0
Biyoloji,lise,4.0,3,5,5,3.67,3.33,"Kendi anlatmıyor dersi, hep vitaminden anlatıyor.",1.0
Fen Fakültesi,üniversite,3.1,3,3.75,2.25,3,3.5,Mükemmel bir hoca. Bu konuda kendimi çok şanslı hissediyorum. Organik dersi Mesut Hoca'dan öğrenilir.,
Fen Fakültesi,üniversite,3.76,2.8,4,4.2,3.8,4,Tamamen ezbere dayalı bir anlatımı var. Organik gibi bir dersi öğrettiğini düşünmüyorum.,1.0
Müzik,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Fizik,lise,5.0,5,5,5,5,5,Herşeyiyle harika. :),1.0
Biyoloji,lise,4.8,4,5,5,5,5,Yorum yok.,1.0
Mühendislik Fakültesi,üniversite,4.8,4,5,5,5,5,"Tek kelime var söyleyebilecek, o da ""mükemmel"".",1.0
Mühendislik Fakültesi,üniversite,4.7,5,5,4.5,4,5,Gelmiş geçmiş en kıymetli hocalarımdandır.,1.0
